trip_id,driver_id,rider_id,city,pickup_lat,pickup_lng,drop_lat,drop_lng,distance_km,fare_amount,status,payment_method,pickup_time,drop_time
38556,2571,54657,New York,37.80871965,-95.6916869,37.78088069,-95.70589653,8.57,19.07,Completed,Cash,27-01-2023 18:35,00:42.6
38557,8213,48424,New York,38.32046839,-118.8231132,38.28430431,-118.7868584,7.21,16.91,No-Show,Cash,27-01-2023 18:36,57:37.8
38558,3437,38170,Los Angeles,40.14247858,-100.3280972,40.17358341,-100.2897879,4.66,10.75,No-Show,Card,27-01-2023 18:37,50:58.8
38559,8531,73382,Seattle,37.09015257,-90.7309611,37.05806437,-90.71442814,6.4,15.98,Completed,Card,27-01-2023 18:38,57:12.0
38560,1581,28009,Chicago,37.05895208,-73.04123396,37.02794509,-73.04974529,7.08,12.36,Completed,Cash,27-01-2023 18:39,00:14.4
38561,3254,17664,Chicago,40.46396534,-76.8419055,40.47258966,-76.84343278,7.87,14.88,No-Show,Wallet,27-01-2023 18:40,03:36.6
38562,6852,79033,San Francisco,38.53808678,-73.58511373,38.53987805,-73.54894973,5.49,10.77,Cancelled,Wallet,27-01-2023 18:41,57:28.2
38563,1600,43847,New York,37.07894638,-105.7502547,37.05026701,-105.7848019,5.56,13.72,Cancelled,Cash,27-01-2023 18:42,58:40.8
38564,9706,78384,Los Angeles,40.93190605,-102.3045275,40.88347175,-102.3012719,7.73,18.29,Completed,Card,27-01-2023 18:43,06:11.4
38565,1809,92529,New York,38.19170016,-79.1736222,38.21458701,-79.13173136,2.16,6.92,Completed,Wallet,27-01-2023 18:44,50:28.8
38566,3485,63094,Boston,40.39882736,-117.8271729,40.41251638,-117.8100927,0.52,2.7,Completed,UPI,27-01-2023 18:45,46:33.6
38567,8398,66860,Chicago,39.59623915,-93.76111455,39.57401208,-93.76600453,5.58,8.92,Completed,UPI,27-01-2023 18:46,02:44.4
38568,2446,40173,Seattle,37.29559801,-99.70689067,37.26058345,-99.68470831,11.14,27.52,Completed,Card,27-01-2023 18:47,20:25.2
38569,1468,53884,Los Angeles,37.16992477,-96.13300071,37.19694249,-96.12279747,10.53,23.56,Completed,Card,27-01-2023 18:48,19:35.4
38570,1629,77546,Seattle,40.02607965,-114.4578021,40.01921625,-114.4672124,11.99,33.34,Completed,UPI,27-01-2023 18:49,24:58.2
38571,4382,29364,Chicago,39.75806125,-83.46917583,39.72882713,-83.43284278,10.81,25.94,Completed,UPI,27-01-2023 18:50,22:25.8
38572,7538,19716,Boston,37.44847804,-107.9598586,37.49635613,-107.9822931,6.92,14.92,Completed,Cash,27-01-2023 18:51,11:45.6
38573,1113,25305,Boston,40.26649576,-87.29278655,40.24601444,-87.30691639,6.58,13.15,Completed,Card,27-01-2023 18:52,11:44.4
38574,2225,78001,San Francisco,39.62492384,-79.23072411,39.66887045,-79.19477385,7.02,19.12,Completed,Cash,27-01-2023 18:53,14:03.6
38575,6483,65307,San Francisco,39.06143164,-94.09014666,39.10810823,-94.06846748,3.29,8.65,Completed,Cash,27-01-2023 18:54,03:52.2
38576,2616,26732,Los Angeles,40.49583047,-109.5566277,40.48520253,-109.5248813,7.16,19.38,Completed,Card,27-01-2023 18:55,16:28.8
38577,4317,18742,Boston,38.11692829,-105.8956224,38.07759586,-105.9265747,0.69,5.28,Completed,UPI,27-01-2023 18:56,58:04.2
38578,8351,10028,San Francisco,39.85395528,-94.49591085,39.84825236,-94.48642553,4.94,15.81,Completed,Cash,27-01-2023 18:57,11:49.2
38579,8580,38353,Boston,40.70481234,-105.2896073,40.70702103,-105.3190224,11.53,19.76,Completed,Cash,27-01-2023 18:58,32:35.4
38580,7416,55657,San Francisco,39.73352421,-75.01245972,39.77478985,-75.00424836,3.51,12.41,Completed,Cash,27-01-2023 18:59,09:31.8
38581,5640,39164,New York,38.75308624,-101.9061407,38.74859495,-101.9343135,11.44,30.19,Completed,Cash,27-01-2023 19:00,34:19.2
38582,6733,53887,Chicago,40.63916477,-118.5581701,40.63369822,-118.5878996,10.93,17.76,Completed,Cash,27-01-2023 19:01,33:47.4
38583,6618,43522,Seattle,39.13431081,-106.849807,39.08537741,-106.8262074,3.86,6.73,Completed,Cash,27-01-2023 19:02,13:34.8
38584,5813,68593,Boston,38.86518013,-99.2187675,38.85361456,-99.26169466,4.16,14.59,Completed,Wallet,27-01-2023 19:03,15:28.8
38585,3537,17901,Los Angeles,40.21008637,-94.24208794,40.25891404,-94.22737199,5.54,16.89,Cancelled,Cash,27-01-2023 19:04,20:37.2
38586,4174,21595,Seattle,38.16761688,-88.42731011,38.19532842,-88.39832788,8.73,15.96,Completed,Cash,27-01-2023 19:05,31:11.4
38587,8974,75043,Seattle,39.69335572,-87.1350952,39.66658637,-87.15706673,2.37,5.82,Completed,UPI,27-01-2023 19:06,13:06.6
38588,3222,22216,Seattle,40.20635946,-106.8046029,40.2512056,-106.8135108,4.18,8.57,Completed,UPI,27-01-2023 19:07,19:32.4
38589,9021,39536,Los Angeles,38.55336844,-78.07967934,38.54253056,-78.04584598,14,21.36,Completed,UPI,27-01-2023 19:08,50:00.0
38590,1051,28184,Los Angeles,39.30771009,-112.6817009,39.33271644,-112.6671988,9.32,23.7,Completed,Wallet,27-01-2023 19:09,36:57.6
38591,3344,96529,Chicago,38.47861846,-115.3991587,38.45813722,-115.4133431,4.11,10.96,Completed,Wallet,27-01-2023 19:10,22:19.8
38592,6064,72619,Boston,39.36210813,-76.65321429,39.36828938,-76.69837146,9.49,21.84,Completed,UPI,27-01-2023 19:11,39:28.2
38593,7486,82225,Los Angeles,40.01055775,-112.3571037,40.05630746,-112.3531895,8.58,21.25,Completed,Card,27-01-2023 19:12,37:44.4
38594,6830,88541,Chicago,38.94977899,-102.4574112,38.9453144,-102.4312604,8.5,23.8,Completed,UPI,27-01-2023 19:13,38:30.0
38595,5695,28768,New York,40.83493774,-93.60145349,40.88198948,-93.57891776,2.52,9.33,Completed,Cash,27-01-2023 19:14,21:33.6
38596,5266,75975,New York,38.39353116,-98.41516163,38.36285843,-98.39527359,3.38,8.85,No-Show,Cash,27-01-2023 19:15,25:08.4
38597,2658,21604,Chicago,39.210216,-74.48260981,39.17889025,-74.43522667,4.72,11.52,Completed,Card,27-01-2023 19:16,30:09.6
38598,8368,80739,Seattle,38.59341178,-93.54219512,38.59480275,-93.50253811,3.78,7.55,Completed,Card,27-01-2023 19:17,28:20.4
38599,6183,99278,San Francisco,39.34724529,-87.15387709,39.37573381,-87.19916853,8.5,15.87,Completed,Cash,27-01-2023 19:18,43:30.0
38600,6621,92220,Chicago,39.01041913,-95.7147112,39.03423707,-95.74698985,4.24,9.92,Completed,Wallet,27-01-2023 19:19,31:43.2
38601,5010,93282,Boston,38.61419358,-81.00207825,38.66027162,-81.03110915,10.75,18.95,No-Show,Cash,27-01-2023 19:20,52:15.0
38602,1635,45286,San Francisco,38.15284722,-100.1969445,38.12333479,-100.1703988,3.18,9.16,Completed,Wallet,27-01-2023 19:21,30:32.4
38603,7421,20530,Boston,39.73261714,-108.3086025,39.7632417,-108.308772,6.54,17.75,Completed,Wallet,27-01-2023 19:22,41:37.2
38604,1174,14580,Los Angeles,38.46804169,-92.15024941,38.48630276,-92.11422841,7.63,13.28,Completed,Wallet,27-01-2023 19:23,45:53.4
38605,9759,55929,New York,39.59007358,-91.15445446,39.58187525,-91.1611708,6.92,11.61,Completed,Card,27-01-2023 19:24,44:45.6
38606,7156,92595,San Francisco,39.01394438,-90.61593817,39.04466072,-90.65729409,9.34,21.61,Completed,Cash,27-01-2023 19:25,53:01.2
38607,8707,17897,Boston,37.29196104,-97.82560454,37.29626891,-97.86604689,5.33,9.94,Completed,UPI,27-01-2023 19:26,41:59.4
38608,8009,67990,Boston,38.38590434,-77.92100405,38.42437285,-77.90923087,1.9,6.24,Completed,Card,27-01-2023 19:27,32:42.0
38609,3143,71060,San Francisco,40.25424612,-120.7586678,40.25873563,-120.7318819,10.54,23.68,Completed,Cash,27-01-2023 19:28,59:37.2
38610,7999,90598,New York,40.05813442,-110.2587282,40.10312856,-110.3070484,7.09,18.8,Cancelled,UPI,27-01-2023 19:29,50:16.2
38611,2474,20211,Boston,40.64759101,-86.70255578,40.60985119,-86.75177626,10.77,20.02,Completed,Wallet,27-01-2023 19:30,02:18.6
38612,6244,16990,Boston,37.2749696,-87.28383046,37.24203573,-87.29061269,3.92,6.39,Completed,UPI,27-01-2023 19:31,42:45.6
38613,8248,35680,Los Angeles,40.06928971,-105.8266143,40.08783257,-105.7970579,6.99,10.35,Completed,Wallet,27-01-2023 19:32,52:58.2
38614,5102,34175,New York,38.97599806,-119.4110071,38.9857021,-119.4024035,5.99,13,Completed,Wallet,27-01-2023 19:33,50:58.2
38615,1329,91018,Chicago,38.69940372,-114.6975061,38.68526741,-114.7365429,7.3,12.01,Completed,Cash,27-01-2023 19:34,55:54.0
38616,3673,23211,San Francisco,38.53608064,-96.21079596,38.51134172,-96.23236272,7.33,18.32,Completed,UPI,27-01-2023 19:35,56:59.4
38617,5622,94860,New York,38.93257781,-117.1632322,38.90145963,-117.1988982,4.44,12.49,Completed,Wallet,27-01-2023 19:36,49:19.2
38618,6232,37358,New York,40.12640853,-78.38164582,40.11264582,-78.40376494,12.68,30.14,Completed,Card,27-01-2023 19:37,15:02.4
38619,7583,34191,Los Angeles,40.67929185,-121.8195023,40.66063796,-121.8400803,10.01,26.41,No-Show,Card,27-01-2023 19:38,08:01.8
38620,1889,79965,San Francisco,40.59062927,-85.10161858,40.54625029,-85.1290736,3.39,7.35,Completed,UPI,27-01-2023 19:39,49:10.2
38621,9021,94041,Chicago,37.82229232,-118.6578035,37.84200123,-118.6536145,5.31,12.1,Completed,Cash,27-01-2023 19:40,55:55.8
38622,9953,50385,Seattle,39.7901528,-87.58918749,39.75663476,-87.57625366,9.73,27.03,Completed,UPI,27-01-2023 19:41,10:11.4
38623,2680,35312,Los Angeles,40.89877486,-86.86721594,40.84903373,-86.82749628,5.97,16.12,Completed,UPI,27-01-2023 19:42,59:54.6
38624,6951,79717,New York,39.42951053,-105.0636029,39.45021541,-105.1042442,11.48,20.03,Cancelled,UPI,27-01-2023 19:43,17:26.4
38625,7866,96849,Chicago,38.41943537,-113.5374612,38.41872318,-113.5555922,10.04,20.72,Completed,Wallet,27-01-2023 19:44,14:07.2
38626,1133,19919,Los Angeles,40.18558808,-89.10597106,40.16862081,-89.12853311,6.53,13.67,Completed,Cash,27-01-2023 19:45,04:35.4
38627,7064,88598,Chicago,40.42834654,-84.51505562,40.47531821,-84.54251378,4.13,8.87,No-Show,UPI,27-01-2023 19:46,58:23.4
38628,2125,61699,Seattle,37.23772581,-89.16394224,37.22087158,-89.12149111,9.79,22.56,Completed,Cash,27-01-2023 19:47,16:22.2
38629,3039,36536,Seattle,38.36462342,-95.7321888,38.34290606,-95.77442236,7.52,17.52,Completed,UPI,27-01-2023 19:48,10:33.6
38630,5188,50364,New York,39.4100258,-103.997815,39.37992666,-103.9942547,10.8,31.47,Completed,Cash,27-01-2023 19:49,21:24.0
38631,3849,79149,Los Angeles,40.33664315,-108.4402096,40.35149352,-108.4418982,4.19,10.86,Cancelled,Cash,27-01-2023 19:50,02:34.2
38632,4366,95925,Boston,38.06342743,-75.60190757,38.03092262,-75.63933797,5.34,14.29,Completed,Card,27-01-2023 19:51,07:01.2
38633,3911,14262,Chicago,40.64337483,-82.76614286,40.60195772,-82.73565326,7.45,18.63,Cancelled,Cash,27-01-2023 19:52,14:21.0
38634,3591,44450,Seattle,38.42823654,-108.4948295,38.39764701,-108.4945962,3.32,8.78,Completed,Card,27-01-2023 19:53,02:57.6
38635,5283,55486,Seattle,38.04464073,-108.0462467,38.00287729,-108.0143649,10.63,16.1,Completed,Wallet,27-01-2023 19:54,25:53.4
38636,5261,71477,New York,37.00320531,-75.59550395,36.95957231,-75.64067831,6.1,11.53,Completed,UPI,27-01-2023 19:55,13:18.0
38637,8134,40308,Los Angeles,38.12157658,-89.83790456,38.11468328,-89.80921769,7.05,13.35,Completed,UPI,27-01-2023 19:56,17:09.0
38638,1244,23257,Chicago,39.91652949,-116.3245859,39.94135373,-116.3400869,5.16,12.43,Completed,Wallet,27-01-2023 19:57,12:28.8
38639,6128,84318,New York,39.49796964,-120.6896055,39.51143279,-120.7035723,1.22,3.66,No-Show,Card,27-01-2023 19:58,01:39.6
38640,5925,78548,Chicago,38.7576197,-120.7740764,38.73494071,-120.7821961,8.97,15.19,Completed,UPI,27-01-2023 19:59,25:54.6
38641,7831,70145,Seattle,39.67122702,-88.36053119,39.64525003,-88.38462277,5.02,8.66,Cancelled,Cash,27-01-2023 20:00,15:03.6
38642,2778,44282,Chicago,39.0865455,-79.50764138,39.06808058,-79.51667238,2.13,7.96,Completed,Wallet,27-01-2023 20:01,07:23.4
38643,7310,38514,Seattle,38.69573137,-112.71696,38.70226029,-112.7042947,1.17,3.52,Completed,UPI,27-01-2023 20:02,05:30.6
38644,9628,27155,Seattle,37.51114222,-117.3759589,37.46707153,-117.4151362,5.83,11.46,Completed,Wallet,27-01-2023 20:03,20:29.4
38645,7334,75408,Boston,38.53744461,-116.5528746,38.54008369,-116.5745591,10.06,21.93,Completed,Cash,27-01-2023 20:04,34:10.8
38646,6906,82144,San Francisco,37.35123606,-84.41120638,37.37369228,-84.3925647,5.94,11.52,Cancelled,Wallet,27-01-2023 20:05,22:49.2
38647,9985,64868,Los Angeles,39.43721212,-77.87658476,39.42412956,-77.86815657,4.61,7.68,Completed,Cash,27-01-2023 20:06,19:49.8
38648,9641,36005,Seattle,40.48990426,-112.2876857,40.52086315,-112.2949424,6.95,20.32,Completed,UPI,27-01-2023 20:07,27:51.0
38649,8668,21451,Seattle,37.5265897,-121.4691877,37.5429918,-121.4947937,4.33,8,Completed,Cash,27-01-2023 20:08,20:59.4
38650,2954,45875,San Francisco,39.69426065,-117.5332841,39.69524565,-117.4987787,9.77,20.21,Completed,Wallet,27-01-2023 20:09,38:18.6
38651,9806,98933,Boston,37.85519441,-85.48551986,37.84907945,-85.4614247,16.12,27.68,Completed,UPI,27-01-2023 20:10,58:21.6
38652,8393,95896,Boston,37.75528155,-117.1224606,37.79761095,-117.1247809,7.87,14.1,Completed,Wallet,27-01-2023 20:11,34:36.6
38653,9930,78973,Los Angeles,40.17459108,-104.4643383,40.1424475,-104.4703597,7.52,16.76,Completed,UPI,27-01-2023 20:12,34:33.6
38654,2631,24838,Chicago,39.22187249,-104.7788554,39.24189483,-104.8032817,8.22,20.94,Completed,Wallet,27-01-2023 20:13,37:39.6
38655,6036,88700,Chicago,40.76679245,-112.072909,40.78357637,-112.0510794,7.52,16.05,Completed,Card,27-01-2023 20:14,36:33.6
38656,4665,49885,New York,40.92990005,-75.46663318,40.89441539,-75.46153623,7.68,18.49,Completed,Wallet,27-01-2023 20:15,38:02.4
38657,9260,51049,Chicago,39.61238771,-104.8398324,39.56298716,-104.8349321,3.79,9.04,Completed,Wallet,27-01-2023 20:16,27:22.2
38658,7874,36243,Seattle,38.610993,-84.78797566,38.63171187,-84.80510229,12.02,31.59,Completed,Card,27-01-2023 20:17,53:03.6
38659,1869,45122,Chicago,38.16980223,-79.09557089,38.19039287,-79.08062957,6.96,20.89,Completed,Wallet,27-01-2023 20:18,38:52.8
38660,4191,32438,New York,37.63752805,-87.10739805,37.60144695,-87.15495625,2.06,8.61,Completed,UPI,27-01-2023 20:19,25:10.8
38661,4119,18297,San Francisco,38.92209158,-113.2605827,38.95489434,-113.3008381,6.7,20.74,Completed,Wallet,27-01-2023 20:20,40:06.0
38662,3115,67011,Boston,38.87029969,-74.99393965,38.84831909,-74.96431738,7.85,17.54,Completed,Card,27-01-2023 20:21,44:33.0
38663,8252,94170,Boston,37.00628541,-82.24365676,37.0222571,-82.27315782,11.55,20.74,Cancelled,UPI,27-01-2023 20:22,56:39.0
38664,1376,31814,Seattle,39.83886752,-92.65525373,39.88842968,-92.66707117,11.67,18.58,Completed,Wallet,27-01-2023 20:23,58:00.6
38665,2941,28027,Chicago,38.36177785,-109.5010978,38.35388503,-109.5113836,6.13,14.31,Completed,Cash,27-01-2023 20:24,42:23.4
38666,1204,64302,New York,40.39078454,-117.7444379,40.34411628,-117.7403847,6.79,9.3,Completed,UPI,27-01-2023 20:25,45:22.2
38667,9936,53911,Seattle,38.57500397,-92.23071617,38.61342064,-92.19003698,3,9.73,Completed,Card,27-01-2023 20:26,35:00.0
38668,8054,22143,Chicago,40.737897,-84.18626682,40.69956315,-84.18125431,1.92,5.66,Completed,Wallet,27-01-2023 20:27,32:45.6
38669,6948,89502,Los Angeles,39.82329999,-106.6601313,39.8487703,-106.6456874,5.6,11.05,No-Show,UPI,27-01-2023 20:28,44:48.0
38670,8246,58192,New York,38.66015392,-115.7381924,38.66446681,-115.7693223,9.76,27.81,Completed,Cash,27-01-2023 20:29,58:16.8
38671,5420,72190,San Francisco,39.10011722,-112.9323903,39.06199013,-112.9077248,3.13,9.18,Completed,UPI,27-01-2023 20:30,39:23.4
38672,3425,59929,San Francisco,38.54505558,-85.79711774,38.57558823,-85.83349691,2.6,5.95,Completed,UPI,27-01-2023 20:31,38:48.0
38673,4973,20839,Chicago,38.7637341,-78.82626722,38.72929612,-78.7902868,12.19,15.98,Completed,Wallet,27-01-2023 20:32,08:34.2
38674,1670,90206,New York,37.20925031,-74.51562415,37.25234883,-74.50004424,9.97,17.17,Completed,UPI,27-01-2023 20:33,02:54.6
38675,4417,67200,Seattle,37.95275221,-93.20124099,37.99783366,-93.22875745,4.97,10.2,Completed,Cash,27-01-2023 20:34,48:54.6
38676,4065,29631,Seattle,40.74874433,-84.76128868,40.75129766,-84.78346579,5.26,8.72,Completed,UPI,27-01-2023 20:35,50:46.8
38677,2727,92389,Los Angeles,39.27453646,-103.8968138,39.29150229,-103.891592,3.87,9.98,Cancelled,Wallet,27-01-2023 20:36,47:36.6
38678,6976,47911,Boston,37.04345558,-83.82656951,37.07214535,-83.78316434,5.64,12.08,Completed,Wallet,27-01-2023 20:37,53:55.2
38679,5026,15065,New York,40.98814319,-94.58475041,40.99432017,-94.54975602,6.33,13.05,Cancelled,Wallet,27-01-2023 20:38,56:59.4
38680,8862,52646,Los Angeles,38.35871496,-77.40042873,38.37378578,-77.41487849,6.03,16,Completed,Wallet,27-01-2023 20:39,57:05.4
38681,7064,19540,Chicago,40.77421569,-111.2882871,40.72540936,-111.3358212,4.6,13.89,Completed,Cash,27-01-2023 20:40,53:48.0
38682,4814,86576,San Francisco,40.8077701,-86.11697289,40.80384131,-86.14826974,3.7,5.96,Completed,Wallet,27-01-2023 20:41,52:06.0
38683,2703,48947,Boston,39.11062351,-91.66545047,39.07341554,-91.67597952,6.32,9.01,Cancelled,Cash,27-01-2023 20:42,00:57.6
38684,8621,94199,San Francisco,38.78351561,-80.75082393,38.76349863,-80.74686505,7.31,13.82,Completed,Cash,27-01-2023 20:43,04:55.8
38685,8430,76881,Los Angeles,38.67006598,-88.54038236,38.68198463,-88.53873345,8.93,26.39,Completed,Card,27-01-2023 20:44,10:47.4
38686,5541,94907,Boston,38.94207027,-104.8258266,38.95093691,-104.8737523,6.85,18.79,Completed,UPI,27-01-2023 20:45,05:33.0
38687,1053,86990,Los Angeles,39.44650096,-80.31342961,39.40813242,-80.29501198,4.85,13.51,Completed,Wallet,27-01-2023 20:46,00:33.0
38688,1691,11196,San Francisco,37.47493436,-121.4114937,37.49870554,-121.4502912,8.98,15.55,Cancelled,UPI,27-01-2023 20:47,13:56.4
38689,7066,73460,New York,39.92217371,-88.32142434,39.96271946,-88.34018513,6.78,15.13,Completed,Card,27-01-2023 20:48,08:20.4
38690,9448,40328,San Francisco,38.44168566,-114.7826813,38.42795568,-114.8123882,6.66,17.14,Completed,UPI,27-01-2023 20:49,08:58.8
38691,4432,71303,Chicago,39.03808774,-104.9975719,39.08702406,-105.029712,7.09,11.99,Completed,Card,27-01-2023 20:50,11:16.2
38692,1833,32193,Chicago,40.79017858,-82.87987988,40.78507214,-82.87158701,7.79,23.69,Completed,Cash,27-01-2023 20:51,14:22.2
38693,6794,52818,Los Angeles,40.90390681,-76.67323694,40.89864334,-76.71014583,9.99,20.53,Completed,Card,27-01-2023 20:52,21:58.2
38694,4522,53862,Seattle,37.56966393,-88.85408316,37.56026327,-88.87395143,0.15,3.15,Completed,Cash,27-01-2023 20:53,53:27.0
38695,9664,41460,Chicago,38.63451754,-111.4274685,38.67311752,-111.3903923,10.09,22.58,Completed,Wallet,27-01-2023 20:54,24:16.2
38696,6860,20368,Seattle,38.23777431,-92.79414489,38.23918724,-92.76293151,6.85,12.54,No-Show,Cash,27-01-2023 20:55,15:33.0
38697,3026,75265,New York,37.91371854,-120.7920122,37.9459943,-120.8171246,2.49,7.23,Completed,Cash,27-01-2023 20:56,03:28.2
38698,4548,13910,New York,40.16321726,-114.7141548,40.20069015,-114.6790859,7.07,14.28,Completed,Cash,27-01-2023 20:57,18:12.6
38699,1905,92935,Boston,37.50017896,-113.8811549,37.50427544,-113.8535078,9.11,20.23,Completed,Card,27-01-2023 20:58,25:19.8
38700,7364,57042,Chicago,38.13200513,-116.4696272,38.1759465,-116.4560061,2.8,8.55,Completed,Card,27-01-2023 20:59,07:24.0
38701,2183,95074,Los Angeles,37.55881504,-113.5035438,37.57780425,-113.5116839,13.85,23.89,Completed,Card,27-01-2023 21:00,41:33.0
38702,2088,31341,San Francisco,39.20791567,-74.63055023,39.17227837,-74.58907179,6.14,14.84,Completed,Wallet,27-01-2023 21:01,19:25.2
38703,2192,84888,New York,37.23538294,-108.465207,37.23443927,-108.493695,9.23,19.27,Cancelled,Card,27-01-2023 21:02,29:41.4
38704,3128,25970,Boston,38.23143902,-81.21520407,38.22714041,-81.2187677,9.11,24.47,Completed,UPI,27-01-2023 21:03,30:19.8
38705,6387,26546,Seattle,40.94956219,-105.7137425,40.99581614,-105.6842879,1.58,7.6,Completed,Card,27-01-2023 21:04,08:44.4
38706,4451,40860,Los Angeles,37.17822242,-80.40825946,37.14292115,-80.36850954,10.31,19.65,No-Show,UPI,27-01-2023 21:05,35:55.8
38707,1331,31145,New York,40.64273768,-99.06885428,40.68180516,-99.07252524,4.15,8.54,Completed,Wallet,27-01-2023 21:06,18:27.0
38708,2048,47042,Seattle,38.56035416,-109.294544,38.54601229,-109.2874944,7.77,20.77,Completed,Card,27-01-2023 21:07,30:18.6
38709,3275,45992,Seattle,38.3848698,-103.9553727,38.38930755,-103.9943191,12.88,32,Completed,Card,27-01-2023 21:08,46:38.4
38710,6237,83510,New York,39.58712185,-91.1525284,39.58753195,-91.19939785,4.06,8.81,Completed,Cash,27-01-2023 21:09,21:10.8
38711,7385,22746,Los Angeles,40.70251685,-108.6739452,40.75188786,-108.6901616,7.21,12.11,Completed,UPI,27-01-2023 21:10,31:37.8
38712,2634,81133,Boston,37.77456121,-120.8185751,37.78340855,-120.7717767,1.77,3.63,Completed,Cash,27-01-2023 21:11,16:18.6
38713,8648,41284,New York,38.31925556,-96.45518822,38.35078698,-96.42261105,4.13,9.8,No-Show,Wallet,27-01-2023 21:12,24:23.4
38714,1502,97613,Los Angeles,39.02276629,-91.06460617,39.01821911,-91.10478566,4.79,12.05,Completed,Cash,27-01-2023 21:13,27:22.2
38715,4569,24440,Los Angeles,40.8140782,-86.57523538,40.81013342,-86.58807879,8.44,16.85,Completed,UPI,27-01-2023 21:14,39:19.2
38716,8316,55022,Boston,40.70058288,-111.6313657,40.66789271,-111.6131322,0.59,2.62,Completed,UPI,27-01-2023 21:15,16:46.2
38717,5647,76759,New York,38.7242571,-91.3044472,38.75898715,-91.32681781,7.9,19.32,Completed,UPI,27-01-2023 21:16,39:42.0
38718,5018,94282,Chicago,37.16173548,-88.86481705,37.17297183,-88.83337493,8.3,20.22,Completed,Card,27-01-2023 21:17,41:54.0
38719,5216,71845,Los Angeles,38.37509322,-111.1471379,38.34630784,-111.1820446,8.69,21,Completed,Cash,27-01-2023 21:18,44:04.2
38720,6891,84405,Seattle,38.33068933,-84.55655446,38.29894454,-84.50713863,8.55,24.9,Completed,UPI,27-01-2023 21:19,44:39.0
38721,6231,16871,Los Angeles,40.30890608,-74.94525392,40.33097628,-74.98098956,2.37,9.09,Cancelled,Card,27-01-2023 21:20,27:06.6
38722,9214,53294,New York,38.87063626,-74.89872851,38.8755773,-74.85996279,6.59,15.91,Completed,UPI,27-01-2023 21:21,40:46.2
38723,8848,66112,Boston,37.68622427,-85.58704427,37.7343275,-85.57254051,4.07,11.29,Cancelled,Card,27-01-2023 21:22,34:12.6
38724,8431,30403,Boston,38.86077019,-104.8490035,38.85130796,-104.8691881,10.43,18.54,Cancelled,Cash,27-01-2023 21:23,54:17.4
38725,1479,29312,New York,39.33915302,-94.53527922,39.32230873,-94.56238497,4.1,7.94,Completed,Wallet,27-01-2023 21:24,36:18.0
38726,3354,75901,Seattle,37.74325148,-118.5997626,37.7197807,-118.6034931,5.38,11.49,Completed,Wallet,27-01-2023 21:25,41:08.4
38727,5864,39912,Boston,37.66753717,-103.0436039,37.69905019,-103.0651882,7.23,14.5,Completed,Wallet,27-01-2023 21:26,47:41.4
38728,2143,44783,New York,40.41107513,-92.4289869,40.45371699,-92.41967273,7.24,13.59,Completed,Wallet,27-01-2023 21:27,48:43.2
38729,3333,28172,Chicago,38.00633502,-101.0646352,37.97116891,-101.0275018,6.88,13.87,Completed,UPI,27-01-2023 21:28,48:38.4
38730,6083,37353,San Francisco,37.67457027,-73.93916432,37.64456989,-73.90019025,9.06,26.79,Completed,Cash,27-01-2023 21:29,56:10.8
38731,8952,47987,Boston,37.13517148,-115.3062579,37.13842227,-115.2683017,9.65,15.43,Completed,Wallet,27-01-2023 21:30,58:57.0
38732,8574,39206,Los Angeles,38.51198685,-90.20481557,38.49593681,-90.24527087,13.36,22.34,Completed,Card,27-01-2023 21:31,11:04.8
38733,6271,74493,Los Angeles,37.45260696,-96.37196979,37.43403518,-96.34861394,0.33,4.17,Cancelled,Card,27-01-2023 21:32,32:59.4
38734,3645,90154,New York,40.58467449,-113.1748479,40.54199572,-113.1513661,3,8.96,Completed,Cash,27-01-2023 21:33,42:00.0
38735,6444,46852,New York,38.79767964,-110.3583417,38.82108194,-110.3294267,8.69,24.63,Completed,Cash,27-01-2023 21:34,00:04.2
38736,7067,40850,Los Angeles,39.80455095,-92.38964855,39.78142345,-92.36864421,10.68,20.14,Completed,UPI,27-01-2023 21:35,07:02.4
38737,1838,75639,Boston,37.98263955,-110.7748127,37.99836128,-110.7482381,5.67,14.06,No-Show,Cash,27-01-2023 21:36,53:00.6
38738,8413,17706,New York,40.825449,-88.80832575,40.8137672,-88.78537549,5.09,15.71,Completed,Cash,27-01-2023 21:37,52:16.2
38739,9191,45517,Seattle,39.02237396,-89.24438101,39.00737786,-89.25348469,5.6,14.57,Completed,Wallet,27-01-2023 21:38,54:48.0
38740,6035,41501,New York,40.9754704,-99.14486782,40.92571607,-99.18986957,11.97,32.16,Completed,Wallet,27-01-2023 21:39,14:54.6
38741,3209,97771,New York,39.10749943,-83.97617045,39.08196811,-84.02446556,5.83,11.89,Completed,UPI,27-01-2023 21:40,57:29.4
38742,6048,94651,Seattle,37.02397573,-76.47173293,37.01796162,-76.43303529,6.44,15.2,Completed,Wallet,27-01-2023 21:41,00:19.2
38743,2959,54007,San Francisco,40.02769411,-84.89349117,40.05789894,-84.8545333,5.81,11.78,Completed,Wallet,27-01-2023 21:42,59:25.8
38744,1275,65498,Seattle,38.0044991,-73.73131773,37.96737083,-73.77854714,5.24,11.99,Completed,Wallet,27-01-2023 21:43,58:43.2
38745,5624,57155,Los Angeles,40.54304621,-81.28463719,40.54983286,-81.31074821,7.78,12.51,Completed,UPI,27-01-2023 21:44,07:20.4
